Pokemon,Usage,Snapshot
Hydreigon,1.11356,2023-01
Umbreon,1.07301,2023-01
Ditto,1.06618,2023-01
Reuniclus,1.06177,2023-01
Suicune,1.0045,2023-01
Mamoswine,0.98716,2023-01
Slurpuff,0.9362,2023-01
Charizard,0.90667,2023-01
Jirachi,0.8548,2023-01
Latias,0.78086,2023-01
Gigalith,0.7669,2023-01
Gyarados,0.74754,2023-01
Thundurus-Therian,0.70691,2023-01
Kingdra,0.7066,2023-01
Lapras,0.68158,2023-01
Moltres-Galar,0.64748,2023-01
Araquanid,0.62188,2023-01
Haxorus,0.57906,2023-01
Diggersby,0.56363,2023-01
Salamence,0.5609,2023-01
Azumarill,0.55149,2023-01
Klefki,0.53946,2023-01
Terrakion,0.53892,2023-01
Drampa,0.53339,2023-01
Mimikyu,0.53275,2023-01
Alakazam,0.52478,2023-01
Ninetales,0.50631,2023-01
Tapu Bulu,0.50577,2023-01
Keldeo,0.50344,2023-01
Metagross,0.50207,2023-01
Shiftry,0.49312,2023-01
Rotom-Heat,0.45924,2023-01
Gardevoir,0.45554,2023-01
Obstagoon,0.44325,2023-01
Zarude,0.44083,2023-01
Entei,0.42165,2023-01
Tyrantrum,0.40931,2023-01
Thundurus,0.40403,2023-01
Slowbro-Galar,0.38892,2023-01
Primarina,0.3799,2023-01
Lycanroc-Dusk,0.34917,2023-01
Unfezant,0.34517,2023-01
Scrafty,0.33805,2023-01
Azelf,0.31485,2023-01
Blastoise,0.30816,2023-01
Miltank,0.30657,2023-01
Moltres,0.30476,2023-01
Krookodile,0.303,2023-01
Flygon,0.30168,2023-01
Diancie,0.2986,2023-01
Corsola-Galar,0.29851,2023-01
Mienshao,0.29831,2023-01
Lanturn,0.29189,2023-01
Shuckle,0.28137,2023-01
Regidrago,0.27884,2023-01
Espeon,0.26723,2023-01
Toxtricity,0.26243,2023-01
Pyukumuku,0.22565,2023-01
Chandelure,0.21471,2023-01
Darmanitan,0.20139,2023-01
Starmie,0.20122,2023-01
Glastrier,0.19588,2023-01
Heliolisk,0.19296,2023-01
Raikou,0.18695,2023-01
Lucario,0.18285,2023-01
Kabutops,0.1778,2023-01
Whimsicott,0.17669,2023-01
Weezing-Galar,0.17576,2023-01
Sableye,0.17017,2023-01
Durant,0.16945,2023-01
Hitmontop,0.16452,2023-01
Incineroar,0.16311,2023-01
Stakataka,0.16305,2023-01
Sigilyph,0.16227,2023-01
Sandaconda,0.15552,2023-01
Avalugg,0.15551,2023-01
Shedinja,0.15129,2023-01
Persian-Alola,0.14684,2023-01
Mantine,0.14587,2023-01
Politoed,0.14543,2023-01
Ribombee,0.13277,2023-01
Rhyperior,0.13041,2023-01
Linoone,0.12369,2023-01
Runerigus,0.12349,2023-01
Arcanine,0.12094,2023-01
Vaporeon,0.11995,2023-01
Comfey,0.10128,2023-01
Tsareena,0.0988,2023-01
Tentacruel,0.09599,2023-01
Indeedee,0.09591,2023-01
Necrozma,0.09293,2023-01
Spiritomb,0.09066,2023-01
Sylveon,0.08868,2023-01
Omastar,0.08366,2023-01
Sandslash-Alola,0.08071,2023-01
Xatu,0.08067,2023-01
Magmortar,0.0787,2023-01
Exeggutor-Alola,0.07248,2023-01
Celebi,0.07026,2023-01
Salazzle,0.06959,2023-01
Aerodactyl,0.06565,2023-01
Pangoro,0.06515,2023-01
Alcremie,0.06405,2023-01
Centiskorch,0.05968,2023-01
Indeedee-F,0.05959,2023-01
Ludicolo,0.05836,2023-01
Scolipede,0.05707,2023-01
Articuno-Galar,0.05611,2023-01
Crobat,0.05435,2023-01
Barbaracle,0.05087,2023-01
Zoroark,0.04925,2023-01
Tauros,0.04919,2023-01
Jellicent,0.04823,2023-01
Sawk,0.04775,2023-01
Talonflame,0.04621,2023-01
Duraludon,0.04566,2023-01
Lilligant,0.04519,2023-01
Vikavolt,0.04302,2023-01
Mr. Mime,0.0422,2023-01
Vileplume,0.04078,2023-01
Xurkitree,0.04014,2023-01
Thievul,0.03693,2023-01
Leafeon,0.03557,2023-01
Goodra,0.03453,2023-01
Accelgor,0.03442,2023-01
Cradily,0.03366,2023-01
Registeel,0.0314,2023-01
Exploud,0.03138,2023-01
Decidueye,0.03007,2023-01
Lycanroc,0.02966,2023-01
Bellossom,0.02849,2023-01
Steelix,0.02809,2023-01
Electivire,0.02734,2023-01
Pikachu,0.02672,2023-01
Relicanth,0.02636,2023-01
Kangaskhan,0.0263,2023-01
Golisopod,0.02457,2023-01
Rotom,0.02306,2023-01
Dragalge,0.02273,2023-01
Inteleon,0.02163,2023-01
Roserade,0.02128,2023-01
Cursola,0.02111,2023-01
Noivern,0.02061,2023-01
Eiscue,0.01892,2023-01
Wailord,0.01892,2023-01
Guzzlord,0.01887,2023-01
Sandslash,0.01783,2023-01
Weezing,0.01778,2023-01
Tornadus,0.01743,2023-01
Rotom-Mow,0.01689,2023-01
Dhelmise,0.01688,2023-01
Onix,0.01682,2023-01
Sharpedo,0.01611,2023-01
Dusknoir,0.01594,2023-01
Zygarde-10%,0.01532,2023-01
Mesprit,0.0153,2023-01
Aromatisse,0.01474,2023-01
Clawitzer,0.01473,2023-01
Malamar,0.01446,2023-01
Uxie,0.01391,2023-01
Sirfetch'd,0.01351,2023-01
Silvally-Ground,0.01348,2023-01
Cobalion,0.01347,2023-01
Drednaw,0.01284,2023-01
Galvantula,0.01269,2023-01
Emolga,0.01193,2023-01
Aron,0.0117,2023-01
Golurk,0.01106,2023-01
Heracross,0.01057,2023-01
Regice,0.00987,2023-01
Gallade,0.00973,2023-01
Ferroseed,0.00967,2023-01
Sceptile,0.00901,2023-01
Archeops,0.00899,2023-01
Butterfree,0.00832,2023-01
Skuntank,0.00826,2023-01
Escavalier,0.00798,2023-01
Cofagrigus,0.00785,2023-01
Golbat,0.00763,2023-01
Hitmonlee,0.00711,2023-01
Mr. Rime,0.00691,2023-01
Dusclops,0.00687,2023-01
Machamp,0.00656,2023-01
Wooloo,0.00621,2023-01
Dubwool,0.0062,2023-01
Aurorus,0.00588,2023-01
Orbeetle,0.00554,2023-01
Claydol,0.00549,2023-01
Drapion,0.00531,2023-01
Arctovish,0.00512,2023-01
Absol,0.00494,2023-01
Staryu,0.00464,2023-01
Rapidash,0.00464,2023-01
Raboot,0.00448,2023-01
Trevenant,0.00431,2023-01
Luxray,0.00421,2023-01
Cramorant,0.00411,2023-01
Wishiwashi,0.00395,2023-01
Pincurchin,0.00371,2023-01
Appletun,0.00345,2023-01
Kadabra,0.00337,2023-01
Altaria,0.00332,2023-01
Klinklang,0.00331,2023-01
Regirock,0.00325,2023-01
Frosmoth,0.00323,2023-01
Falinks,0.00304,2023-01
Scyther,0.00302,2023-01
Tangela,0.00301,2023-01
Togedemaru,0.003,2023-01
Toxicroak,0.00296,2023-01
Walrein,0.00278,2023-01
Meowstic,0.00276,2023-01
Hitmonchan,0.00268,2023-01
Froslass,0.00257,2023-01
Cutiefly,0.00256,2023-01
Poliwrath,0.00253,2023-01
Raichu,0.00244,2023-01
Jolteon,0.00241,2023-01
Mawile,0.00197,2023-01
Boldore,0.00195,2023-01
Munchlax,0.00195,2023-01
Drifblim,0.00183,2023-01
Piloswine,0.00181,2023-01
Morpeko,0.00167,2023-01
Bewear,0.00164,2023-01
Wobbuffet,0.00157,2023-01
Coalossal,0.00156,2023-01
Raichu-Alola,0.00156,2023-01
Regigigas,0.0015,2023-01
Wimpod,0.00129,2023-01
Dedenne,0.00128,2023-01
Lurantis,0.0012,2023-01
Glaceon,0.00117,2023-01
Gothitelle,0.00115,2023-01
Silvally-Ghost,0.0011,2023-01
Sudowoodo,0.00108,2023-01
Lickilicky,0.00104,2023-01
Virizion,0.00098,2023-01
Abomasnow,0.00089,2023-01
Stoutland,0.00063,2023-01
Armaldo,0.00052,2023-01
Golduck,0.00052,2023-01
Lopunny,0.00051,2023-01
Kingler,0.00046,2023-01
Copperajah,0.00046,2023-01
Gourgeist-Super,0.00046,2023-01
Turtonator,0.00038,2023-01
Mareanie,0.00036,2023-01
Wigglytuff,0.00036,2023-01
Audino,0.00034,2023-01
Silvally-Fighting,0.00033,2023-01
Krabby,0.00033,2023-01
Garbodor,0.00032,2023-01
Rhydon,0.00027,2023-01
Porygon,0.00022,2023-01
Haunter,0.00022,2023-01
Exeggutor,0.00019,2023-01
Dartrix,0.00018,2023-01
Dragonair,0.00016,2023-01
Doublade,0.00015,2023-01
Solrock,0.00015,2023-01
Flareon,0.00015,2023-01
Ninjask,0.00014,2023-01
Cinccino,0.00012,2023-01
Musharna,0.0001,2023-01
Swoobat,0.00005,2023-01
Silvally-Electric,0.00004,2023-01
Silvally-Steel,0.00004,2023-01
Persian,0.00003,2023-01
Fletchinder,0.00003,2023-01
Mr. Mime-Galar,0.00003,2023-01
Seaking,0.00002,2023-01
Mudsdale,0.00002,2023-01
Eldegoss,0.00002,2023-01
Crustle,0.00001,2023-01
Azurill,0.00001,2023-01
Cleffa,0.00001,2023-01
Jangmo-o,0.00001,2023-01
Mienfoo,0.00001,2023-01
Magnemite,0.00001,2023-01
Minccino,0.00001,2023-01
Silvally-Dark,0.00001,2023-01
Gourgeist,0.00001,2023-01
Silvally-Rock,0.00001,2023-01
Stunfisk-Galar,0.00001,2023-01
Marowak,0.00001,2023-01
Swirlix,0.00001,2023-01
Palossand,0,2023-01
Corsola,0,2023-01
Slowpoke,0,2023-01
Bouffalant,0,2023-01
Braviary,0,2023-01
Lycanroc-Midnight,0,2023-01
Vibrava,0,2023-01
Shiinotic,0,2023-01
Grapploct,0,2023-01
Gourgeist-Small,0,2023-01
Elgyem,0,2023-01
Riolu,0,2023-01
Cryogonal,0,2023-01
Delibird,0,2023-01
Rotom-Frost,0,2023-01
Heatmor,0,2023-01
Perrserker,0,2023-01
Nidoqueen,0,2023-01
Articuno,0,2023-01
Shelgon,0,2023-01
Sneasel,0,2023-01
Eevee,0,2023-01
Wartortle,0,2023-01
Growlithe,0,2023-01
Silvally-Water,0,2023-01
Cottonee,0,2023-01
Mantyke,0,2023-01
Natu,0,2023-01
Manectric,0,2023-01
Magneton,0,2023-01
Togetic,0,2023-01
Seedot,0,2023-01
Buneary,0,2023-01
Duosion,0,2023-01
Torracat,0,2023-01
Roggenrola,0,2023-01
Vulpix-Alola,0,2023-01
Gothorita,0,2023-01
Psyduck,0,2023-01
Binacle,0,2023-01
Zorua,0,2023-01
Carkol,0,2023-01
Silvally-Flying,0,2023-01
Sandshrew-Alola,0,2023-01
Rufflet,0,2023-01
Applin,0,2023-01
Popplio,0,2023-01
Squirtle,0,2023-01
Whirlipede,0,2023-01
Deino,0,2023-01
Archen,0,2023-01
Remoraid,0,2023-01
Swinub,0,2023-01
Meltan,0,2023-01
Wooper,0,2023-01
Cherrim,0,2023-01
Hakamo-o,0,2023-01
Carbink,0,2023-01
Vanillish,0,2023-01
Greedent,0,2023-01
Kirlia,0,2023-01
Espurr,0,2023-01
Metang,0,2023-01
Gloom,0,2023-01
Nidorino,0,2023-01
Nidorina,0,2023-01
Diglett-Alola,0,2023-01
Vespiquen,0,2023-01
Salandit,0,2023-01
Togepi,0,2023-01
Larvesta,0,2023-01
Litten,0,2023-01
Sealeo,0,2023-01
Bergmite,0,2023-01
Octillery,0,2023-01
Electabuzz,0,2023-01
Treecko,0,2023-01
Pumpkaboo,0,2023-01
Jynx,0,2023-01
Scraggy,0,2023-01
Bunnelby,0,2023-01
Cherubi,0,2023-01
Qwilfish,0,2023-01
Stunfisk,0,2023-01
Baltoy,0,2023-01
Glalie,0,2023-01
Mudbray,0,2023-01
Joltik,0,2023-01
Poipole,0,2023-01
Wingull,0,2023-01
Carracosta,0,2023-01
Liepard,0,2023-01
Pidove,0,2023-01
Tympole,0,2023-01
Boltund,0,2023-01
Barboach,0,2023-01
Budew,0,2023-01
Grubbin,0,2023-01
Dottler,0,2023-01
Mudkip,0,2023-01
Luxio,0,2023-01
Oranguru,0,2023-01
Meowth-Galar,0,2023-01
Marill,0,2023-01
Bulbasaur,0,2023-01
Jigglypuff,0,2023-01
Abra,0,2023-01
Ralts,0,2023-01
Throh,0,2023-01
Magikarp,0,2023-01
Pawniard,0,2023-01
Basculin,0,2023-01
Stonjourner,0,2023-01
Venipede,0,2023-01
Vulpix,0,2023-01
Darumaka-Galar,0,2023-01
Type: Null,0,2023-01
Silvally-Fairy,0,2023-01
Duskull,0,2023-01
Phantump,0,2023-01
Axew,0,2023-01
Metapod,0,2023-01
Spheal,0,2023-01
Ponyta,0,2023-01
Wailmer,0,2023-01
Sobble,0,2023-01
Ivysaur,0,2023-01
Whiscash,0,2023-01
Charjabug,0,2023-01
Sandshrew,0,2023-01
Larvitar,0,2023-01
Hattrem,0,2023-01
Silvally-Psychic,0,2023-01
Carvanha,0,2023-01
Pichu,0,2023-01
Rotom-Fan,0,2023-01
Grookey,0,2023-01
Magby,0,2023-01
Silvally,0,2023-01
Electrike,0,2023-01
Silvally-Grass,0,2023-01
Dugtrio-Alola,0,2023-01
Beheeyem,0,2023-01
Dunsparce,0,2023-01
Foongus,0,2023-01
Exeggcute,0,2023-01
Silvally-Bug,0,2023-01
Lombre,0,2023-01
Sandygast,0,2023-01
Lampent,0,2023-01
Poliwhirl,0,2023-01
Farfetch'd,0,2023-01
Farfetch'd-Galar,0,2023-01
Woobat,0,2023-01
Koffing,0,2023-01
Shellder,0,2023-01
Skorupi,0,2023-01
Chewtle,0,2023-01
Drizzile,0,2023-01
Lairon,0,2023-01
Shellos,0,2023-01
Bonsly,0,2023-01
Marshtomp,0,2023-01
Hippopotas,0,2023-01
Igglybuff,0,2023-01
Noctowl,0,2023-01
Roselia,0,2023-01
Morgrem,0,2023-01
Pinsir,0,2023-01
Purrloin,0,2023-01
Drakloak,0,2023-01
Toxel,0,2023-01
Trubbish,0,2023-01
Cosmoem,0,2023-01
Clauncher,0,2023-01
Noibat,0,2023-01
Croagunk,0,2023-01
Hoothoot,0,2023-01
Cosmog,0,2023-01
Stufful,0,2023-01
Meowth-Alola,0,2023-01
Flapple,0,2023-01
Gible,0,2023-01
Mime Jr.,0,2023-01
Omanyte,0,2023-01
Klang,0,2023-01
Rapidash-Galar,0,2023-01
Snom,0,2023-01
Slowpoke-Galar,0,2023-01
Swablu,0,2023-01
Gastly,0,2023-01
Ponyta-Galar,0,2023-01
Drifloon,0,2023-01
Maractus,0,2023-01
Solosis,0,2023-01
Gurdurr,0,2023-01
Milcery,0,2023-01
Stunky,0,2023-01
Pancham,0,2023-01
Spritzee,0,2023-01
Bronzor,0,2023-01
Dugtrio,0,2023-01
Dwebble,0,2023-01
Zubat,0,2023-01
Charmander,0,2023-01
Karrablast,0,2023-01
Nincada,0,2023-01
Kabuto,0,2023-01
Hatenna,0,2023-01
Fraxure,0,2023-01
Rockruff,0,2023-01
Blipbug,0,2023-01
Trapinch,0,2023-01
Arrokuda,0,2023-01
Gothita,0,2023-01
Steenee,0,2023-01
Petilil,0,2023-01
Honedge,0,2023-01
Snover,0,2023-01
Dreepy,0,2023-01
Yamask-Galar,0,2023-01
Sliggoo,0,2023-01
Corvisquire,0,2023-01
Zigzagoon,0,2023-01
Clefairy,0,2023-01
Bagon,0,2023-01
Impidimp,0,2023-01
Goomy,0,2023-01
Munna,0,2023-01
Wynaut,0,2023-01
Diglett,0,2023-01
Tentacool,0,2023-01
Lileep,0,2023-01
Magmar,0,2023-01
Feebas,0,2023-01
Charmeleon,0,2023-01
Vullaby,0,2023-01
Shelmet,0,2023-01
Sizzlipede,0,2023-01
Gourgeist-Large,0,2023-01
Silvally-Dragon,0,2023-01
Yamask,0,2023-01
Happiny,0,2023-01
Lickitung,0,2023-01
Silvally-Ice,0,2023-01
Grovyle,0,2023-01
Gabite,0,2023-01
Calyrex,0,2023-01
Tyrunt,0,2023-01
Palpitoad,0,2023-01
Silvally-Fire,0,2023-01
Litwick,0,2023-01
Thwackey,0,2023-01
Meowth,0,2023-01
Herdier,0,2023-01
Skwovet,0,2023-01
Linoone-Galar,0,2023-01
Machoke,0,2023-01
Combee,0,2023-01
Krokorok,0,2023-01
Amaura,0,2023-01
Rowlet,0,2023-01
Combusken,0,2023-01
Drilbur,0,2023-01
Clobbopus,0,2023-01
Fomantis,0,2023-01
Zigzagoon-Galar,0,2023-01
Rookidee,0,2023-01
Lunatone,0,2023-01
Sinistea,0,2023-01
Vanillite,0,2023-01
Golett,0,2023-01
Tirtouga,0,2023-01
Whismur,0,2023-01
Silvally-Poison,0,2023-01
Passimian,0,2023-01
Pupitar,0,2023-01
Nuzleaf,0,2023-01
Seadra,0,2023-01
Caterpie,0,2023-01
Nickit,0,2023-01
Scorbunny,0,2023-01
Beartic,0,2023-01
Pumpkaboo-Super,0,2023-01
Rhyhorn,0,2023-01
Torchic,0,2023-01
Yamper,0,2023-01
Cubone,0,2023-01
Venusaur-Mega,0,2023-01
Charizard-Mega-X,0,2023-01
Charizard-Mega-Y,0,2023-01
Blastoise-Mega,0,2023-01
Weedle,0,2023-01
Kakuna,0,2023-01
Beedrill,0,2023-01
Beedrill-Mega,0,2023-01
Pidgey,0,2023-01
Pidgeotto,0,2023-01
Pidgeot,0,2023-01
Pidgeot-Mega,0,2023-01
Rattata,0,2023-01
Rattata-Alola,0,2023-01
Raticate,0,2023-01
Raticate-Alola,0,2023-01
Spearow,0,2023-01
Fearow,0,2023-01
Ekans,0,2023-01
Arbok,0,2023-01
Nidoran-F,0,2023-01
Nidoran-M,0,2023-01
Oddish,0,2023-01
Paras,0,2023-01
Parasect,0,2023-01
Venonat,0,2023-01
Venomoth,0,2023-01
Mankey,0,2023-01
Primeape,0,2023-01
Growlithe-Hisui,0,2023-01
Arcanine-Hisui,0,2023-01
Poliwag,0,2023-01
Alakazam-Mega,0,2023-01
Machop,0,2023-01
Bellsprout,0,2023-01
Weepinbell,0,2023-01
Victreebel,0,2023-01
Geodude,0,2023-01
Geodude-Alola,0,2023-01
Graveler,0,2023-01
Graveler-Alola,0,2023-01
Golem,0,2023-01
Golem-Alola,0,2023-01
Slowbro-Mega,0,2023-01
Farfetch’d,0,2023-01
Farfetch’d-Galar,0,2023-01
Doduo,0,2023-01
Dodrio,0,2023-01
Seel,0,2023-01
Dewgong,0,2023-01
Grimer,0,2023-01
Grimer-Alola,0,2023-01
Muk,0,2023-01
Muk-Alola,0,2023-01
Gengar-Mega,0,2023-01
Drowzee,0,2023-01
Hypno,0,2023-01
Voltorb,0,2023-01
Voltorb-Hisui,0,2023-01
Electrode,0,2023-01
Electrode-Hisui,0,2023-01
Kangaskhan-Mega,0,2023-01
Horsea,0,2023-01
Goldeen,0,2023-01
Pinsir-Mega,0,2023-01
Tauros-Paldea-Combat,0,2023-01
Tauros-Paldea-Blaze,0,2023-01
Tauros-Paldea-Aqua,0,2023-01
Gyarados-Mega,0,2023-01
Aerodactyl-Mega,0,2023-01
Dratini,0,2023-01
Mewtwo,0,2023-01
Mewtwo-Mega-X,0,2023-01
Mewtwo-Mega-Y,0,2023-01
Chikorita,0,2023-01
Bayleef,0,2023-01
Meganium,0,2023-01
Cyndaquil,0,2023-01
Quilava,0,2023-01
Typhlosion,0,2023-01
Typhlosion-Hisui,0,2023-01
Totodile,0,2023-01
Croconaw,0,2023-01
Feraligatr,0,2023-01
Sentret,0,2023-01
Furret,0,2023-01
Ledyba,0,2023-01
Ledian,0,2023-01
Spinarak,0,2023-01
Ariados,0,2023-01
Chinchou,0,2023-01
Mareep,0,2023-01
Flaaffy,0,2023-01
Ampharos,0,2023-01
Ampharos-Mega,0,2023-01
Hoppip,0,2023-01
Skiploom,0,2023-01
Jumpluff,0,2023-01
Aipom,0,2023-01
Sunkern,0,2023-01
Sunflora,0,2023-01
Yanma,0,2023-01
Wooper-Paldea,0,2023-01
Murkrow,0,2023-01
Misdreavus,0,2023-01
Unown,0,2023-01
Girafarig,0,2023-01
Pineco,0,2023-01
Forretress,0,2023-01
Gligar,0,2023-01
Steelix-Mega,0,2023-01
Snubbull,0,2023-01
Granbull,0,2023-01
Qwilfish-Hisui,0,2023-01
Scizor-Mega,0,2023-01
Heracross-Mega,0,2023-01
Sneasel-Hisui,0,2023-01
Teddiursa,0,2023-01
Ursaring,0,2023-01
Slugma,0,2023-01
Magcargo,0,2023-01
Houndour,0,2023-01
Houndoom,0,2023-01
Houndoom-Mega,0,2023-01
Phanpy,0,2023-01
Donphan,0,2023-01
Stantler,0,2023-01
Smeargle,0,2023-01
Tyrogue,0,2023-01
Smoochum,0,2023-01
Elekid,0,2023-01
Tyranitar-Mega,0,2023-01
Lugia,0,2023-01
Ho-Oh,0,2023-01
Sceptile-Mega,0,2023-01
Blaziken-Mega,0,2023-01
Swampert-Mega,0,2023-01
Poochyena,0,2023-01
Mightyena,0,2023-01
Wurmple,0,2023-01
Silcoon,0,2023-01
Beautifly,0,2023-01
Cascoon,0,2023-01
Dustox,0,2023-01
Lotad,0,2023-01
Taillow,0,2023-01
Swellow,0,2023-01
Gardevoir-Mega,0,2023-01
Surskit,0,2023-01
Masquerain,0,2023-01
Shroomish,0,2023-01
Breloom,0,2023-01
Slakoth,0,2023-01
Vigoroth,0,2023-01
Slaking,0,2023-01
Loudred,0,2023-01
Makuhita,0,2023-01
Hariyama,0,2023-01
Nosepass,0,2023-01
Skitty,0,2023-01
Delcatty,0,2023-01
Sableye-Mega,0,2023-01
Mawile-Mega,0,2023-01
Aggron-Mega,0,2023-01
Meditite,0,2023-01
Medicham,0,2023-01
Medicham-Mega,0,2023-01
Manectric-Mega,0,2023-01
Plusle,0,2023-01
Minun,0,2023-01
Volbeat,0,2023-01
Illumise,0,2023-01
Gulpin,0,2023-01
Swalot,0,2023-01
Sharpedo-Mega,0,2023-01
Numel,0,2023-01
Camerupt,0,2023-01
Camerupt-Mega,0,2023-01
Spoink,0,2023-01
Grumpig,0,2023-01
Spinda,0,2023-01
Cacnea,0,2023-01
Cacturne,0,2023-01
Altaria-Mega,0,2023-01
Zangoose,0,2023-01
Seviper,0,2023-01
Corphish,0,2023-01
Anorith,0,2023-01
Castform,0,2023-01
Kecleon,0,2023-01
Shuppet,0,2023-01
Banette,0,2023-01
Banette-Mega,0,2023-01
Tropius,0,2023-01
Chimecho,0,2023-01
Absol-Mega,0,2023-01
Snorunt,0,2023-01
Glalie-Mega,0,2023-01
Clamperl,0,2023-01
Huntail,0,2023-01
Gorebyss,0,2023-01
Luvdisc,0,2023-01
Salamence-Mega,0,2023-01
Beldum,0,2023-01
Metagross-Mega,0,2023-01
Latias-Mega,0,2023-01
Latios-Mega,0,2023-01
Kyogre,0,2023-01
Kyogre-Primal,0,2023-01
Groudon,0,2023-01
Groudon-Primal,0,2023-01
Rayquaza,0,2023-01
Rayquaza-Mega,0,2023-01
Deoxys,0,2023-01
Deoxys-Attack,0,2023-01
Deoxys-Defense,0,2023-01
Deoxys-Speed,0,2023-01
Turtwig,0,2023-01
Grotle,0,2023-01
Torterra,0,2023-01
Chimchar,0,2023-01
Monferno,0,2023-01
Infernape,0,2023-01
Piplup,0,2023-01
Prinplup,0,2023-01
Empoleon,0,2023-01
Starly,0,2023-01
Staravia,0,2023-01
Staraptor,0,2023-01
Bidoof,0,2023-01
Bibarel,0,2023-01
Kricketot,0,2023-01
Kricketune,0,2023-01
Shinx,0,2023-01
Cranidos,0,2023-01
Rampardos,0,2023-01
Shieldon,0,2023-01
Bastiodon,0,2023-01
Burmy,0,2023-01
Wormadam,0,2023-01
Wormadam-Sandy,0,2023-01
Wormadam-Trash,0,2023-01
Mothim,0,2023-01
Pachirisu,0,2023-01
Buizel,0,2023-01
Floatzel,0,2023-01
Ambipom,0,2023-01
Lopunny-Mega,0,2023-01
Mismagius,0,2023-01
Honchkrow,0,2023-01
Glameow,0,2023-01
Purugly,0,2023-01
Chingling,0,2023-01
Chatot,0,2023-01
Garchomp-Mega,0,2023-01
Lucario-Mega,0,2023-01
Carnivine,0,2023-01
Finneon,0,2023-01
Lumineon,0,2023-01
Abomasnow-Mega,0,2023-01
Yanmega,0,2023-01
Gliscor,0,2023-01
Gallade-Mega,0,2023-01
Probopass,0,2023-01
Dialga,0,2023-01
Dialga-Origin,0,2023-01
Palkia,0,2023-01
Palkia-Origin,0,2023-01
Giratina,0,2023-01
Giratina-Origin,0,2023-01
Phione,0,2023-01
Manaphy,0,2023-01
Darkrai,0,2023-01
Shaymin,0,2023-01
Shaymin-Sky,0,2023-01
Arceus,0,2023-01
Arceus-Bug,0,2023-01
Arceus-Dark,0,2023-01
Arceus-Dragon,0,2023-01
Arceus-Electric,0,2023-01
Arceus-Fairy,0,2023-01
Arceus-Fighting,0,2023-01
Arceus-Fire,0,2023-01
Arceus-Flying,0,2023-01
Arceus-Ghost,0,2023-01
Arceus-Grass,0,2023-01
Arceus-Ground,0,2023-01
Arceus-Ice,0,2023-01
Arceus-Poison,0,2023-01
Arceus-Psychic,0,2023-01
Arceus-Rock,0,2023-01
Arceus-Steel,0,2023-01
Arceus-Water,0,2023-01
Snivy,0,2023-01
Servine,0,2023-01
Serperior,0,2023-01
Tepig,0,2023-01
Pignite,0,2023-01
Emboar,0,2023-01
Oshawott,0,2023-01
Dewott,0,2023-01
Samurott,0,2023-01
Samurott-Hisui,0,2023-01
Patrat,0,2023-01
Watchog,0,2023-01
Lillipup,0,2023-01
Pansage,0,2023-01
Simisage,0,2023-01
Pansear,0,2023-01
Simisear,0,2023-01
Panpour,0,2023-01
Simipour,0,2023-01
Tranquill,0,2023-01
Blitzle,0,2023-01
Zebstrika,0,2023-01
Audino-Mega,0,2023-01
Timburr,0,2023-01
Sewaddle,0,2023-01
Swadloon,0,2023-01
Leavanny,0,2023-01
Lilligant-Hisui,0,2023-01
Sandile,0,2023-01
Darumaka,0,2023-01
Darmanitan-Galar,0,2023-01
Zorua-Hisui,0,2023-01
Zoroark-Hisui,0,2023-01
Ducklett,0,2023-01
Swanna,0,2023-01
Deerling,0,2023-01
Sawsbuck,0,2023-01
Frillish,0,2023-01
Alomomola,0,2023-01
Klink,0,2023-01
Tynamo,0,2023-01
Eelektrik,0,2023-01
Eelektross,0,2023-01
Cubchoo,0,2023-01
Braviary-Hisui,0,2023-01
Zweilous,0,2023-01
Reshiram,0,2023-01
Zekrom,0,2023-01
Landorus,0,2023-01
Kyurem,0,2023-01
Kyurem-Black,0,2023-01
Kyurem-White,0,2023-01
Meloetta,0,2023-01
Genesect,0,2023-01
Chespin,0,2023-01
Quilladin,0,2023-01
Chesnaught,0,2023-01
Fennekin,0,2023-01
Braixen,0,2023-01
Delphox,0,2023-01
Froakie,0,2023-01
Frogadier,0,2023-01
Greninja,0,2023-01
Fletchling,0,2023-01
Scatterbug,0,2023-01
Spewpa,0,2023-01
Vivillon,0,2023-01
Litleo,0,2023-01
Pyroar,0,2023-01
Flabébé,0,2023-01
Floette,0,2023-01
Florges,0,2023-01
Skiddo,0,2023-01
Gogoat,0,2023-01
Furfrou,0,2023-01
Meowstic-F,0,2023-01
Inkay,0,2023-01
Skrelp,0,2023-01
Helioptile,0,2023-01
Sliggoo-Hisui,0,2023-01
Goodra-Hisui,0,2023-01
Pumpkaboo-Small,0,2023-01
Pumpkaboo-Large,0,2023-01
Avalugg-Hisui,0,2023-01
Xerneas,0,2023-01
Yveltal,0,2023-01
Zygarde,0,2023-01
Diancie-Mega,0,2023-01
Hoopa,0,2023-01
Hoopa-Unbound,0,2023-01
Decidueye-Hisui,0,2023-01
Brionne,0,2023-01
Pikipek,0,2023-01
Trumbeak,0,2023-01
Toucannon,0,2023-01
Yungoos,0,2023-01
Gumshoos,0,2023-01
Crabrawler,0,2023-01
Crabominable,0,2023-01
Oricorio,0,2023-01
Oricorio-Pom-Pom,0,2023-01
Oricorio-Pa'u,0,2023-01
Oricorio-Sensu,0,2023-01
Wishiwashi-School,0,2023-01
Dewpider,0,2023-01
Morelull,0,2023-01
